時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧,piNo
2023-03-06 18:02:04.042,1,82019C62,No Relay,120,168,3160,1
2023-03-06 18:02:04.234,1,82019C41,No Relay,202,159,2970,1
2023-03-06 18:02:04.441,1,82019A14,No Relay,189,153,3170,1
2023-03-06 18:02:04.842,1,8201A0FF,No Relay,191,168,2930,1
2023-03-06 18:02:05.112,1,82019C19,No Relay,188,150,2585,1
2023-03-06 18:02:05.656,1,820198F4,No Relay,188,165,2970,1
2023-03-06 18:02:05.864,1,820195E2,No Relay,120,123,2780,1
2023-03-06 18:02:06.055,1,82019A29,No Relay,109,153,3010,1
2023-03-06 18:02:06.263,1,82019EBB,No Relay,125,141,3060,1
2023-03-06 18:02:06.456,1,82019DEE,No Relay,199,159,3190,1
2023-03-06 18:02:06.647,1,82019A14,No Relay,190,135,3170,1
2023-03-06 18:02:07.671,1,82019C19,No Relay,189,153,2570,1
2023-03-06 18:02:08.357,1,82019A29,No Relay,110,177,3010,1
2023-03-06 18:02:08.549,1,820195E2,No Relay,121,159,2780,1
2023-03-06 18:02:08.756,1,82019DEE,No Relay,200,168,3190,1
2023-03-06 18:02:08.948,1,82019C41,No Relay,204,153,2980,1
2023-03-06 18:02:09.156,1,82019A14,No Relay,191,162,3170,1
2023-03-06 18:02:10.291,1,82019C19,No Relay,190,153,2585,1
2023-03-06 18:02:10.483,1,8201A0FF,No Relay,193,168,2940,1
2023-03-06 18:02:11.089,1,820198F4,No Relay,190,183,2970,1
2023-03-06 18:02:11.297,1,82019EBB,No Relay,127,132,3080,1
2023-03-06 18:02:11.489,1,82019A14,No Relay,192,168,3170,1
2023-03-06 18:02:11.697,1,82019DEE,No Relay,201,162,3190,1
2023-03-06 18:02:11.888,1,82019C62,No Relay,123,177,3160,1
2023-03-06 18:02:13.118,1,82019C19,No Relay,191,147,2585,1
2023-03-06 18:02:13.390,1,820195E2,No Relay,123,153,2785,1
2023-03-06 18:02:13.838,1,820198F4,No Relay,191,183,2970,1
2023-03-06 18:02:14.046,1,82019EBB,No Relay,128,132,3060,1
2023-03-06 18:02:14.237,1,82019A14,No Relay,193,162,3170,1
2023-03-06 18:02:14.429,1,82019C62,No Relay,124,174,3160,1
2023-03-06 18:02:14.637,1,82019C41,No Relay,206,165,2980,1
2023-03-06 18:02:15.644,1,82019C19,No Relay,192,153,2580,1
2023-03-06 18:02:15.836,1,82019A29,No Relay,113,141,3010,1
2023-03-06 18:02:16.027,1,820195E2,No Relay,124,156,2780,1
2023-03-06 18:02:16.236,1,8201A0FF,No Relay,195,168,2940,1
2023-03-06 18:02:16.444,1,82019EBB,No Relay,129,132,3060,1
2023-03-06 18:02:16.635,1,82019A14,No Relay,194,159,3170,1
2023-03-06 18:02:16.842,1,820198F4,No Relay,192,192,2970,1
2023-03-06 18:02:17.035,1,82019C41,No Relay,207,168,2970,1
2023-03-06 18:02:17.241,1,82019C62,No Relay,125,174,3160,1
2023-03-06 18:02:18.280,1,82019C19,No Relay,193,132,2585,1
2023-03-06 18:02:18.472,1,82019A29,No Relay,114,162,3010,1
2023-03-06 18:02:18.680,1,820195E2,No Relay,125,141,2775,1
2023-03-06 18:02:18.871,1,8201A0FF,No Relay,196,162,2940,1
2023-03-06 18:02:19.223,1,82019A14,No Relay,195,159,3170,1
2023-03-06 18:02:19.415,1,820198F4,No Relay,193,180,2970,1
2023-03-06 18:02:19.623,1,82019C41,No Relay,208,162,2970,1
2023-03-06 18:02:19.816,1,82019DEE,No Relay,204,156,3190,1
2023-03-06 18:02:20.854,1,82019C19,No Relay,194,147,2580,1
2023-03-06 18:02:21.174,1,820195E2,No Relay,126,150,2780,1
2023-03-06 18:02:21.381,1,8201A0FF,No Relay,197,165,2940,1
2023-03-06 18:02:22.036,1,82019A14,No Relay,196,159,3170,1
2023-03-06 18:02:22.228,1,820198F4,No Relay,194,180,2970,1
2023-03-06 18:02:23.251,1,82019C19,No Relay,195,147,2585,1
2023-03-06 18:02:23.922,1,82019EBB,No Relay,132,135,3070,1
2023-03-06 18:02:24.115,1,820195E2,No Relay,127,147,2780,1
2023-03-06 18:02:24.321,1,8201A0FF,No Relay,198,168,2930,1
2023-03-06 18:02:26.063,1,82019C19,No Relay,196,153,2585,1
2023-03-06 18:02:26.351,1,82019A29,No Relay,117,147,3010,1
2023-03-06 18:02:26.622,1,82019EBB,No Relay,133,117,3060,1
2023-03-06 18:02:27.085,1,8201A0FF,No Relay,199,168,2940,1
2023-03-06 18:02:27.277,1,82019A14,No Relay,198,141,3170,1
2023-03-06 18:02:27.502,1,82019C41,No Relay,211,156,2980,1
2023-03-06 18:02:27.725,1,82019C62,No Relay,129,168,3160,1
2023-03-06 18:02:27.917,1,820198F4,No Relay,196,183,2970,1
2023-03-06 18:02:28.412,1,82019C19,No Relay,197,150,2580,1
2023-03-06 18:02:28.924,1,82019A29,No Relay,118,156,3010,1
2023-03-06 18:02:29.227,1,82019EBB,No Relay,134,144,3060,1
2023-03-06 18:02:29.482,1,8201A0FF,No Relay,200,168,2930,1
2023-03-06 18:02:29.675,1,820195E2,No Relay,129,156,2785,1
2023-03-06 18:02:29.867,1,82019A14,No Relay,199,156,3170,1
2023-03-06 18:02:30.073,1,82019DEE,No Relay,208,150,3190,1
2023-03-06 18:02:30.266,1,820198F4,No Relay,197,183,2970,1
2023-03-06 18:02:30.474,1,82019C41,No Relay,212,159,2970,1
2023-03-06 18:02:30.666,1,82019C62,No Relay,130,159,3160,1
2023-03-06 18:02:31.001,1,82019C19,No Relay,198,159,2585,1
2023-03-06 18:02:31.368,1,82019A29,No Relay,119,168,3010,1
2023-03-06 18:02:31.960,1,82019EBB,No Relay,135,132,3060,1
2023-03-06 18:02:32.168,1,82019A14,No Relay,200,150,3170,1
2023-03-06 18:02:32.359,1,820195E2,No Relay,130,141,2780,1
2023-03-06 18:02:32.552,1,8201A0FF,No Relay,201,156,2940,1
2023-03-06 18:02:32.760,1,82019DEE,No Relay,209,162,3190,1
2023-03-06 18:02:32.983,1,82019C62,No Relay,131,171,3160,1
2023-03-06 18:02:33.176,1,82019C41,No Relay,213,162,2970,1
2023-03-06 18:02:33.382,1,820198F4,No Relay,198,183,2970,1
2023-03-06 18:02:34.566,1,82019EBB,No Relay,136,141,3060,1
2023-03-06 18:02:34.902,1,820195E2,No Relay,131,153,2780,1
2023-03-06 18:02:35.572,1,820198F4,No Relay,199,180,2970,1
2023-03-06 18:02:35.764,1,82019C62,No Relay,132,171,3160,1
2023-03-06 18:02:35.971,1,82019C41,No Relay,214,168,2970,1
2023-03-06 18:02:36.163,1,82019C19,No Relay,200,147,2575,1
2023-03-06 18:02:36.402,1,82019A29,No Relay,121,150,3010,1
2023-03-06 18:02:37.026,1,82019EBB,No Relay,137,132,3060,1
2023-03-06 18:02:37.521,1,820195E2,No Relay,132,153,2780,1
2023-03-06 18:02:37.745,1,82019DEE,No Relay,211,165,3190,1
2023-03-06 18:02:38.512,1,82019C41,No Relay,215,168,2970,1
2023-03-06 18:02:38.720,1,82019C19,No Relay,201,150,2585,1
2023-03-06 18:02:38.911,1,82019A29,No Relay,122,147,3010,1
2023-03-06 18:02:40.285,1,82019A14,No Relay,203,159,3170,1
2023-03-06 18:02:40.477,1,82019DEE,No Relay,212,162,3190,1
2023-03-06 18:02:40.669,1,820195E2,No Relay,133,156,2780,1
2023-03-06 18:02:40.877,1,8201A0FF,No Relay,204,168,2940,1
2023-03-06 18:02:41.070,1,82019C62,No Relay,134,174,3160,1
2023-03-06 18:02:42.139,1,82019EBB,No Relay,139,144,3060,1
2023-03-06 18:02:42.699,1,82019DEE,No Relay,213,156,3190,1
2023-03-06 18:02:42.970,1,8201A0FF,No Relay,205,168,2940,1
2023-03-06 18:02:43.162,1,820195E2,No Relay,134,153,2780,1
2023-03-06 18:02:43.370,1,82019A14,No Relay,204,162,3170,1
2023-03-06 18:02:43.562,1,820198F4,No Relay,202,183,2970,1
2023-03-06 18:02:43.769,1,82019C62,No Relay,135,168,3160,1
2023-03-06 18:02:43.961,1,82019C41,No Relay,217,153,2970,1
2023-03-06 18:02:44.154,1,82019C19,No Relay,203,141,2585,1
2023-03-06 18:02:44.361,1,82019A29,No Relay,124,132,3010,1
2023-03-06 18:02:44.712,1,82019EBB,No Relay,140,132,3060,1
2023-03-06 18:02:45.208,1,82019DEE,No Relay,214,150,3190,1
2023-03-06 18:02:45.607,1,8201A0FF,No Relay,206,168,2940,1
2023-03-06 18:02:45.863,1,82019A14,No Relay,205,147,3170,1
2023-03-06 18:02:46.264,1,82019C19,No Relay,204,144,2585,1
2023-03-06 18:02:46.550,1,82019C41,No Relay,218,159,2970,1
2023-03-06 18:02:46.758,1,82019A29,No Relay,125,150,3010,1
2023-03-06 18:02:47.429,1,82019EBB,No Relay,141,144,3060,1
2023-03-06 18:02:48.292,1,82019A14,No Relay,206,132,3170,1
2023-03-06 18:02:48.486,1,8201A0FF,No Relay,207,162,2930,1
2023-03-06 18:02:48.691,1,820198F4,No Relay,204,180,2970,1
2023-03-06 18:02:48.883,1,82019C62,No Relay,137,174,3160,1
2023-03-06 18:02:49.090,1,82019C19,No Relay,205,147,2585,1
2023-03-06 18:02:49.299,1,82019C41,No Relay,219,156,2970,1
2023-03-06 18:02:50.625,1,82019DEE,No Relay,216,84,3190,1
2023-03-06 18:02:50.817,1,820195E2,No Relay,137,153,2780,1
2023-03-06 18:02:51.168,1,8201A0FF,No Relay,208,162,2940,1
2023-03-06 18:02:51.360,1,82019A14,No Relay,207,153,3170,1
2023-03-06 18:02:51.552,1,820198F4,No Relay,205,159,2970,1
2023-03-06 18:02:51.759,1,82019C19,No Relay,206,117,2585,1
2023-03-06 18:02:51.951,1,82019C62,No Relay,138,150,3160,1
2023-03-06 18:02:52.159,1,82019C41,No Relay,220,159,2970,1
2023-03-06 18:02:52.351,1,82019A29,No Relay,127,156,3010,1
2023-03-06 18:02:52.830,1,82019EBB,No Relay,143,129,3060,1
2023-03-06 18:02:53.149,1,82019DEE,No Relay,217,159,3190,1
2023-03-06 18:02:53.709,1,82019A14,No Relay,208,147,3170,1
2023-03-06 18:02:53.917,1,82019C19,No Relay,207,147,2575,1
2023-03-06 18:02:54.124,1,8201A0FF,No Relay,209,156,2940,1
2023-03-06 18:02:54.316,1,82019C62,No Relay,139,153,3160,1
2023-03-06 18:02:54.509,1,820198F4,No Relay,206,168,2970,1
2023-03-06 18:02:54.716,1,82019A29,No Relay,128,150,3010,1
2023-03-06 18:02:54.909,1,82019C41,No Relay,221,159,2970,1
2023-03-06 18:02:55.851,1,82019DEE,No Relay,218,162,3190,1
2023-03-06 18:02:56.426,1,82019C19,No Relay,208,147,2585,1
2023-03-06 18:02:56.617,1,82019C62,No Relay,140,156,3160,1
2023-03-06 18:02:56.809,1,82019A14,No Relay,209,153,3170,1
2023-03-06 18:02:57.018,1,820198F4,No Relay,207,171,2970,1
2023-03-06 18:02:57.209,1,82019C41,No Relay,222,156,2970,1
2023-03-06 18:02:57.417,1,82019A29,No Relay,129,156,3010,1
2023-03-06 18:02:58.057,1,82019EBB,No Relay,145,126,3060,1
2023-03-06 18:02:58.790,1,820195E2,No Relay,140,141,2780,1
2023-03-06 18:02:59.159,1,82019A14,No Relay,210,153,3170,1
2023-03-06 18:02:59.350,1,82019C19,No Relay,209,147,2585,1
2023-03-06 18:02:59.544,1,82019C62,No Relay,141,153,3160,1
2023-03-06 18:02:59.750,1,820198F4,No Relay,208,168,2970,1
2023-03-06 18:02:59.942,1,82019C41,No Relay,223,156,2970,1
2023-03-06 18:03:00.149,1,82019A29,No Relay,130,156,3010,1
2023-03-06 18:03:00.597,1,82019EBB,No Relay,146,114,3060,1
2023-03-06 18:03:01.429,1,82019DEE,No Relay,220,162,3190,1
2023-03-06 18:03:01.620,1,820195E2,No Relay,141,153,2780,1
2023-03-06 18:03:01.828,1,820198F4,No Relay,209,171,2970,1
2023-03-06 18:03:02.020,1,82019C62,No Relay,142,159,3160,1
2023-03-06 18:03:02.227,1,82019C19,No Relay,210,150,2580,1
2023-03-06 18:03:02.418,1,82019A29,No Relay,131,156,3010,1
2023-03-06 18:03:02.690,1,82019C41,No Relay,224,156,2970,1
2023-03-06 18:03:03.362,1,82019EBB,No Relay,147,123,3060,1
2023-03-06 18:03:03.888,1,820195E2,No Relay,142,141,2780,1
2023-03-06 18:03:04.291,1,8201A0FF,No Relay,213,159,2930,1
2023-03-06 18:03:04.496,1,82019C62,No Relay,143,159,3160,1
2023-03-06 18:03:04.688,1,820198F4,No Relay,210,171,2970,1
2023-03-06 18:03:04.896,1,82019A29,No Relay,132,156,3010,1
2023-03-06 18:03:05.089,1,82019A14,No Relay,212,159,3170,1
2023-03-06 18:03:05.281,1,82019C41,No Relay,225,153,2970,1
2023-03-06 18:03:06.111,1,82019EBB,No Relay,148,126,3080,1
2023-03-06 18:03:06.590,1,82019DEE,No Relay,222,165,3190,1
2023-03-06 18:03:06.941,1,8201A0FF,No Relay,214,156,2930,1
2023-03-06 18:03:07.135,1,820198F4,No Relay,211,171,2970,1
2023-03-06 18:03:07.341,1,82019C62,No Relay,144,159,3160,1
2023-03-06 18:03:07.533,1,82019C19,No Relay,212,147,2580,1
2023-03-06 18:03:07.836,1,82019C41,No Relay,226,153,2970,1
2023-03-06 18:03:08.875,1,82019EBB,No Relay,149,141,3060,1
2023-03-06 18:03:09.673,1,82019C19,No Relay,213,144,2580,1
2023-03-06 18:03:09.865,1,8201A0FF,No Relay,215,159,2930,1
2023-03-06 18:03:10.073,1,820198F4,No Relay,212,180,2970,1
2023-03-06 18:03:10.265,1,82019C62,No Relay,145,150,3160,1
2023-03-06 18:03:10.457,1,82019A29,No Relay,134,153,3010,1
2023-03-06 18:03:10.665,1,82019A14,No Relay,214,147,3180,1
2023-03-06 18:03:10.856,1,82019C41,No Relay,227,153,2970,1
2023-03-06 18:03:11.720,1,82019EBB,No Relay,150,126,3060,1
2023-03-06 18:03:11.975,1,82019DEE,No Relay,224,150,3190,1
2023-03-06 18:03:12.344,1,82019C19,No Relay,214,144,2585,1
2023-03-06 18:03:12.550,1,8201A0FF,No Relay,216,156,2930,1
2023-03-06 18:03:12.792,1,82019C62,No Relay,146,147,3160,1
2023-03-06 18:03:12.998,1,82019A29,No Relay,135,150,3010,1
2023-03-06 18:03:13.189,1,82019A14,No Relay,215,141,3170,1
2023-03-06 18:03:13.381,1,82019C41,No Relay,228,159,2970,1
2023-03-06 18:03:14.182,1,82019EBB,No Relay,151,120,3060,1
2023-03-06 18:03:14.660,1,82019DEE,No Relay,225,165,3190,1
2023-03-06 18:03:14.932,1,82019C19,No Relay,215,135,2585,1
2023-03-06 18:03:15.139,1,820198F4,No Relay,214,177,2970,1
2023-03-06 18:03:15.332,1,8201A0FF,No Relay,217,159,2930,1
2023-03-06 18:03:15.539,1,82019C62,No Relay,147,162,3160,1
2023-03-06 18:03:15.731,1,82019A14,No Relay,216,150,3170,1
2023-03-06 18:03:15.938,1,82019C41,No Relay,229,168,2970,1
2023-03-06 18:03:16.785,1,820195E2,No Relay,147,147,2780,1
2023-03-06 18:03:17.392,1,82019C19,No Relay,216,120,2575,1
2023-03-06 18:03:18.082,1,8201A0FF,No Relay,218,168,2940,1
2023-03-06 18:03:18.351,1,82019A29,No Relay,137,168,3010,1
2023-03-06 18:03:18.559,1,82019A14,No Relay,217,147,3170,1
2023-03-06 18:03:19.520,1,82019DEE,No Relay,227,126,3190,1
2023-03-06 18:03:19.726,1,820195E2,No Relay,148,162,2780,1
2023-03-06 18:03:19.965,1,82019C19,No Relay,217,126,2585,1
2023-03-06 18:03:20.909,1,8201A0FF,No Relay,219,159,2930,1
2023-03-06 18:03:21.100,1,82019A29,No Relay,138,153,3010,1
2023-03-06 18:03:21.308,1,82019C62,No Relay,149,159,3160,1
2023-03-06 18:03:21.500,1,82019C41,No Relay,231,168,2980,1
2023-03-06 18:03:22.347,1,82019DEE,No Relay,228,165,3190,1
2023-03-06 18:03:22.540,1,820195E2,No Relay,149,150,2780,1
2023-03-06 18:03:22.746,1,82019C19,No Relay,218,153,2580,1
2023-03-06 18:03:23.322,1,820198F4,No Relay,217,186,2970,1
2023-03-06 18:03:23.546,1,82019C62,No Relay,150,162,3160,1
2023-03-06 18:03:24.074,1,82019C41,No Relay,232,159,2970,1
2023-03-06 18:03:24.617,1,82019EBB,No Relay,155,141,3060,1
2023-03-06 18:03:25.034,1,82019DEE,No Relay,229,153,3190,1
2023-03-06 18:03:25.336,1,820195E2,No Relay,150,144,2775,1
2023-03-06 18:03:25.528,1,82019C19,No Relay,219,144,2580,1
2023-03-06 18:03:25.736,1,820198F4,No Relay,218,189,2970,1
2023-03-06 18:03:25.928,1,82019A14,No Relay,220,135,3170,1
2023-03-06 18:03:26.136,1,8201A0FF,No Relay,221,159,2940,1
2023-03-06 18:03:26.328,1,82019C62,No Relay,151,153,3160,1
2023-03-06 18:03:26.615,1,82019A29,No Relay,140,165,3010,1
2023-03-06 18:03:26.807,1,82019C41,No Relay,233,168,2970,1
2023-03-06 18:03:27.000,1,82019EBB,No Relay,156,147,3060,1
2023-03-06 18:03:27.606,1,82019DEE,No Relay,230,153,3190,1
2023-03-06 18:03:27.830,1,82019C19,No Relay,220,132,2570,1
2023-03-06 18:03:28.246,1,820198F4,No Relay,219,180,2970,1
2023-03-06 18:03:28.581,1,82019A14,No Relay,221,156,3170,1
2023-03-06 18:03:28.837,1,82019C62,No Relay,152,168,3160,1
2023-03-06 18:03:29.253,1,82019A29,No Relay,141,156,3010,1
2023-03-06 18:03:29.445,1,82019C41,No Relay,234,156,2970,1
2023-03-06 18:03:29.653,1,82019EBB,No Relay,157,108,3060,1
2023-03-06 18:03:30.052,1,82019DEE,No Relay,231,177,3190,1
2023-03-06 18:03:30.421,1,82019C19,No Relay,221,159,2585,1
2023-03-06 18:03:30.755,1,820198F4,No Relay,220,180,2970,1
2023-03-06 18:03:30.996,1,820195E2,No Relay,152,147,2780,1
2023-03-06 18:03:31.251,1,82019A14,No Relay,222,114,3170,1
2023-03-06 18:03:31.443,1,8201A0FF,No Relay,223,156,2930,1
2023-03-06 18:03:31.685,1,82019A29,No Relay,142,147,3010,1
2023-03-06 18:03:31.890,1,82019C41,No Relay,235,156,2970,1
2023-03-06 18:03:32.097,1,82019EBB,No Relay,158,126,3060,1
2023-03-06 18:03:32.834,1,82019DEE,No Relay,232,147,3190,1
2023-03-06 18:03:33.394,1,820198F4,No Relay,221,177,2970,1
2023-03-06 18:03:33.665,1,82019A14,No Relay,223,117,3170,1
2023-03-06 18:03:33.872,1,8201A0FF,No Relay,224,159,2950,1
2023-03-06 18:03:34.431,1,82019C41,No Relay,236,159,2970,1
2023-03-06 18:03:34.639,1,82019C62,No Relay,154,153,3160,1
2023-03-06 18:03:34.831,1,82019A29,No Relay,143,162,3010,1
2023-03-06 18:03:35.038,1,82019EBB,No Relay,159,132,3060,1
2023-03-06 18:03:35.246,1,82019DEE,No Relay,233,168,3190,1
2023-03-06 18:03:35.439,1,82019C19,No Relay,223,135,2585,1
2023-03-06 18:03:36.125,1,82019A14,No Relay,224,114,3170,1
2023-03-06 18:03:36.317,1,820195E2,No Relay,154,141,2780,1
2023-03-06 18:03:36.525,1,820198F4,No Relay,222,186,2970,1
2023-03-06 18:03:36.716,1,8201A0FF,No Relay,225,168,2930,1
2023-03-06 18:03:36.925,1,82019C62,No Relay,155,153,3160,1
2023-03-06 18:03:37.116,1,82019C41,No Relay,237,159,2970,1
2023-03-06 18:03:37.323,1,82019A29,No Relay,144,150,3010,1
2023-03-06 18:03:37.675,1,82019EBB,No Relay,160,141,3060,1
2023-03-06 18:03:37.867,1,82019C19,No Relay,224,135,2585,1
2023-03-06 18:03:38.060,1,82019DEE,No Relay,234,153,3190,1
2023-03-06 18:03:38.874,1,82019A14,No Relay,225,147,3170,1
2023-03-06 18:03:39.066,1,8201A0FF,No Relay,226,162,2930,1
2023-03-06 18:03:39.273,1,820198F4,No Relay,223,168,2970,1
2023-03-06 18:03:39.465,1,82019C41,No Relay,238,153,2970,1
2023-03-06 18:03:39.864,1,82019A29,No Relay,145,159,3010,1
2023-03-06 18:03:40.329,1,82019EBB,No Relay,161,153,3060,1
2023-03-06 18:03:40.520,1,82019DEE,No Relay,235,132,3190,1
2023-03-06 18:03:40.727,1,82019C19,No Relay,225,147,2580,1
2023-03-06 18:03:41.463,1,820195E2,No Relay,156,102,2780,1
2023-03-06 18:03:41.655,1,82019A14,No Relay,226,138,3170,1
2023-03-06 18:03:41.847,1,820198F4,No Relay,224,168,2970,1
2023-03-06 18:03:42.054,1,82019C62,No Relay,157,114,3160,1
2023-03-06 18:03:42.245,1,82019C41,No Relay,239,159,2970,1
2023-03-06 18:03:42.455,1,82019A29,No Relay,146,162,3010,1
2023-03-06 18:03:43.316,1,82019C19,No Relay,226,141,2575,1
2023-03-06 18:03:44.131,1,82019A14,No Relay,227,156,3170,1
2023-03-06 18:03:44.324,1,820195E2,No Relay,157,150,2780,1
2023-03-06 18:03:44.627,1,820198F4,No Relay,225,180,2970,1
2023-03-06 18:03:44.818,1,82019C41,No Relay,240,162,2970,1
2023-03-06 18:03:45.025,1,82019A29,No Relay,147,162,3010,1
2023-03-06 18:03:45.713,1,82019DEE,No Relay,237,150,3190,1
2023-03-06 18:03:45.905,1,82019C19,No Relay,227,138,2575,1
2023-03-06 18:03:46.320,1,8201A0FF,No Relay,229,168,2930,1
2023-03-06 18:03:46.640,1,82019A14,No Relay,228,156,3170,1
2023-03-06 18:03:46.848,1,820195E2,No Relay,158,150,2780,1
2023-03-06 18:03:47.041,1,820198F4,No Relay,226,180,2970,1
2023-03-06 18:03:47.343,1,82019C62,No Relay,159,159,3160,1
2023-03-06 18:03:47.535,1,82019C41,No Relay,241,162,2970,1
2023-03-06 18:03:48.430,1,82019EBB,No Relay,164,141,3070,1
2023-03-06 18:03:48.621,1,82019DEE,No Relay,238,153,3190,1
2023-03-06 18:03:48.813,1,82019C19,No Relay,228,126,2580,1
2023-03-06 18:03:49.070,1,8201A0FF,No Relay,230,168,2950,1
2023-03-06 18:03:49.310,1,82019A14,No Relay,229,153,3170,1
2023-03-06 18:03:49.567,1,820195E2,No Relay,159,144,2780,1
2023-03-06 18:03:49.772,1,820198F4,No Relay,227,183,2970,1
2023-03-06 18:03:50.044,1,82019C62,No Relay,160,156,3160,1
2023-03-06 18:03:51.179,1,82019DEE,No Relay,239,135,3190,1
2023-03-06 18:03:51.546,1,8201A0FF,No Relay,231,162,2940,1
2023-03-06 18:03:52.090,1,820195E2,No Relay,160,147,2775,1
2023-03-06 18:03:52.282,1,820198F4,No Relay,228,177,2970,1
2023-03-06 18:03:52.489,1,82019A29,No Relay,150,159,3010,1
2023-03-06 18:03:52.681,1,82019C62,No Relay,161,162,3160,1
2023-03-06 18:03:53.144,1,82019C41,No Relay,243,162,2980,1
2023-03-06 18:03:53.816,1,82019DEE,No Relay,240,150,3190,1
2023-03-06 18:03:54.023,1,8201A0FF,No Relay,232,168,2930,1
2023-03-06 18:03:54.328,1,82019A14,No Relay,231,147,3170,1
2023-03-06 18:03:54.616,1,820195E2,No Relay,161,144,2775,1
2023-03-06 18:03:54.982,1,820198F4,No Relay,229,180,2970,1
2023-03-06 18:03:55.351,1,82019C62,No Relay,162,162,3160,1
2023-03-06 18:03:56.069,1,82019EBB,No Relay,167,144,3060,1
2023-03-06 18:03:56.405,1,82019DEE,No Relay,241,153,3190,1
2023-03-06 18:03:56.612,1,82019C19,No Relay,231,135,2585,1
2023-03-06 18:03:56.805,1,82019A14,No Relay,232,114,3170,1
2023-03-06 18:03:57.684,1,820198F4,No Relay,230,174,2970,1
2023-03-06 18:03:58.849,1,8201A0FF,No Relay,234,168,2930,1
2023-03-06 18:03:59.041,1,82019C19,No Relay,232,120,2585,1
2023-03-06 18:03:59.234,1,82019DEE,No Relay,242,153,3190,1
2023-03-06 18:03:59.617,1,82019A14,No Relay,233,114,3170,1
2023-03-06 18:03:59.824,1,820195E2,No Relay,163,144,2780,1
2023-03-06 18:04:00.511,1,820198F4,No Relay,231,174,2970,1
2023-03-06 18:04:00.847,1,82019C62,No Relay,164,159,3160,1
2023-03-06 18:04:01.038,1,82019C41,No Relay,246,159,2970,1
2023-03-06 18:04:01.262,1,8201A0FF,No Relay,235,168,2930,1
2023-03-06 18:04:01.454,1,82019EBB,No Relay,169,126,3060,1
2023-03-06 18:04:01.645,1,82019C19,No Relay,233,150,2580,1
2023-03-06 18:04:01.949,1,82019DEE,No Relay,243,153,3190,1
2023-03-06 18:04:02.220,1,820195E2,No Relay,164,126,2770,1
2023-03-06 18:04:02.414,1,82019A14,No Relay,234,93,3170,1
2023-03-06 18:04:02.605,1,82019A29,No Relay,154,156,3010,1
2023-03-06 18:04:03.307,1,82019C62,No Relay,165,153,3160,1
2023-03-06 18:04:03.499,1,820198F4,No Relay,232,183,2970,1
2023-03-06 18:04:03.692,1,82019C41,No Relay,247,159,2970,1
2023-03-06 18:04:04.075,1,8201A0FF,No Relay,236,168,2930,1
2023-03-06 18:04:04.266,1,82019C19,No Relay,234,144,2585,1
2023-03-06 18:04:04.474,1,82019EBB,No Relay,170,150,3060,1
2023-03-06 18:04:04.666,1,82019DEE,No Relay,244,150,3190,1
2023-03-06 18:04:04.873,1,820195E2,No Relay,165,156,2775,1
2023-03-06 18:04:05.065,1,82019A29,No Relay,155,120,3010,1
2023-03-06 18:04:05.913,1,82019C62,No Relay,166,147,3160,1
2023-03-06 18:04:06.136,1,820198F4,No Relay,233,174,2970,1
2023-03-06 18:04:06.330,1,82019C41,No Relay,248,144,2970,1
2023-03-06 18:04:06.744,1,8201A0FF,No Relay,237,147,2930,1
2023-03-06 18:04:06.951,1,82019EBB,No Relay,171,111,3060,1
2023-03-06 18:04:07.144,1,82019DEE,No Relay,245,159,3190,1
2023-03-06 18:04:07.350,1,82019C19,No Relay,235,141,2580,1
2023-03-06 18:04:07.542,1,820195E2,No Relay,166,156,2775,1
2023-03-06 18:04:07.734,1,82019A14,No Relay,236,150,3170,1
2023-03-06 18:04:07.942,1,82019A29,No Relay,156,159,3010,1
2023-03-06 18:04:08.565,1,820198F4,No Relay,234,192,2970,1
2023-03-06 18:04:08.965,1,82019C41,No Relay,249,159,2970,1
2023-03-06 18:04:09.156,1,8201A0FF,No Relay,238,168,2930,1
2023-03-06 18:04:09.987,1,820195E2,No Relay,167,153,2780,1
2023-03-06 18:04:10.243,1,82019A14,No Relay,237,153,3170,1
2023-03-06 18:04:10.436,1,82019A29,No Relay,157,165,3010,1
2023-03-06 18:04:11.297,1,820198F4,No Relay,235,183,2970,1
2023-03-06 18:04:11.633,1,82019C41,No Relay,250,159,2970,1
2023-03-06 18:04:11.889,1,8201A0FF,No Relay,239,162,2930,1
2023-03-06 18:04:12.128,1,82019EBB,No Relay,173,126,3070,1
2023-03-06 18:04:12.832,1,82019A14,No Relay,238,132,3170,1
2023-03-06 18:04:13.023,1,82019A29,No Relay,158,162,3010,1
2023-03-06 18:04:13.647,1,82019C62,No Relay,169,159,3160,1
2023-03-06 18:04:14.270,1,82019C41,No Relay,251,159,2970,1
2023-03-06 18:04:14.526,1,82019C19,No Relay,238,132,2585,1
2023-03-06 18:04:14.957,1,82019EBB,No Relay,174,132,3060,1
2023-03-06 18:04:15.149,1,820195E2,No Relay,169,144,2775,1
2023-03-06 18:04:15.373,1,82019A29,No Relay,159,168,3010,1
2023-03-06 18:04:15.565,1,82019A14,No Relay,239,141,3170,1
2023-03-06 18:04:16.076,1,82019C62,No Relay,170,168,3160,1
2023-03-06 18:04:17.050,1,82019C41,No Relay,252,162,2970,1
2023-03-06 18:04:17.242,1,82019DEE,No Relay,249,159,3190,1
